fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.4923268891523652,1.0333597790064455,-1.3315608467626896,-0.6427573004063426,-0.1732279150478931,-0.4347627023654152,-0.30293312835403535,0.7878902532842985,1.352746662997703,-0.6271242263981966,-0.9870531624644489,5
-0.20749441294482243,2.1230080582889843,-1.3315608467626896,0.9251109285692273,1.3642316392496896,1.1716807468976438,0.9811142306067838,0.16458726912029586,-0.9353117771569575,0.42369351241755426,-0.5792392408972943,5
-0.20749441294482243,1.3965758721006254,-1.1087582425687745,0.2531674018654112,0.9449244880776213,0.024221140281173045,0.4752773922282793,0.28924786595308255,-0.49246175648186424,0.16098907771361629,-0.5792392408972943,5
2.213581634819294,-1.509152872652811,1.7876756119521189,-0.6427573004063426,-0.2431124402432378,0.25371306160446716,0.7087405484029737,0.9125508501170851,-1.2305451242736885,-0.45198793659557235,-0.5792392408972943,6
-0.4923268891523652,1.0333597790064455,-1.3315608467626896,-0.6427573004063426,-0.1732279150478931,-0.4347627023654152,-0.30293312835403535,0.7878902532842985,1.352746662997703,-0.6271242263981966,-0.9870531624644489,5
-0.4923268891523652,0.7912157169436596,-1.3315608467626896,-0.8667384759742808,-0.2431124402432378,-0.20527078104212107,-0.06946997217934098,0.7878902532842985,1.352746662997703,-0.6271242263981966,-0.9870531624644489,5
-0.13628629389293626,0.4279996238494797,-0.9973569404718172,-1.3147008271101577,-0.6624195914153052,0.024221140281173045,0.6698300223738579,-0.0847339245453467,-0.19722840936513322,-1.5028056754113228,-0.9870531624644489,5
-0.5635350082042514,0.7306797014279629,-1.3315608467626896,-2.210625529381912,-0.9419576921966839,0.024221140281173045,-0.8087699667325399,-1.206679296040496,0.4670466216475132,-1.4152375305100107,-0.3753322801137179,7
-0.20749441294482243,0.3069275928180864,-1.220159544665732,-0.4187761248384039,-0.38288149063392724,-0.6642546236887094,-0.9255015448198871,0.16458726912029586,0.2456216113099633,-0.539556081496885,-0.8850996820726607,7
-0.9907837225155659,0.3069275928180864,-0.8859556383748598,-0.8667384759742808,1.294347114054338,0.024221140281173045,0.9032931785485524,-0.3963854166273134,-0.34484508292349875,-0.8022605162008221,-1.1909601232480271,5
-1.77407303208631,0.5188036471230246,-1.3315608467626896,-1.3147008271101577,0.7352709124915873,0.1389671009428201,0.6698300223738579,-1.3936701912897453,1.8694050204519839,-0.9773968060034474,-0.4772857605055061,5
0.2909624204183783,-1.509152872652811,1.7876756119521189,-0.8667384759742808,0.9449244880776213,2.3191403535141144,2.38189316765495,0.2269175675366892,-0.19722840936513322,1.036670526726742,0.1344351218452249,7
-0.34991065104859415,-0.8432567019801485,0.3951593357401508,0.2531674018654112,0.2460792361241684,0.9421888255743496,1.1367563347232468,1.0372114469498719,1.4265549997768874,0.16098907771361629,-0.6811927212890843,5
-0.13628629389293626,-0.6011126399173623,-0.16184717474463642,-1.3147008271101577,1.9233078408124464,-0.5495086630270622,-0.1862015502666882,0.03992667228750918,-1.1567367874945074,2.4377608451477437,-0.8850996820726607,5
0.2909624204183783,-0.23789654682318273,-0.7188536852294235,0.2531674018654112,0.38584828651486464,-0.6642546236887094,0.9811142306067838,0.16458726912029586,-1.1567367874945074,-0.8898286611021347,-0.9870531624644489,5
-0.8483674844117942,-0.7827206864644518,-0.5517517320839873,0.47714857743334993,0.45573281171020935,0.7126969042510555,-0.06946997217934098,0.16458726912029586,0.7622799687642442,-0.014147212089009036,-0.6811927212890843,6
-1.2756161987231094,-0.8432567019801485,-0.44035042998702995,-1.7626631782460351,0.10631018573348577,-0.4347627023654152,-0.7309489146743084,-0.6457066102928868,0.09800493775159778,-0.6271242263981966,-1.089006642856237,5
-0.34991065104859415,-0.7221846709487556,0.005254778400799723,-0.8667384759742808,0.10631018573348577,-1.2379844269969447,-1.1978752270236972,-0.20939452137813339,-0.34484508292349875,-0.3644197916942597,-0.8850996820726607,5
-0.7059512463080231,1.0938957945221421,-1.3315608467626896,-0.6427573004063426,0.10631018573348577,-0.09052482038047402,-0.26402260232491964,0.41390846278586924,1.0575133158809753,-0.7146923712995094,-0.9870531624644489,5
-0.20749441294482243,0.7004116936701146,-1.3315608467626896,-0.4187761248384039,0.2460792361241684,-0.7790005843503564,-1.0033225968781185,-0.0847339245453467,0.3932382848683288,-0.3644197916942597,-0.5792392408972943,6
-0.9907837225155659,0.8820197402172045,-0.9416562894233385,0.47714857743334993,0.7352709124915873,0.25371306160446716,1.56477212104352,-0.45871571504370673,0.17181327453078218,-0.8022605162008221,-0.2733787997219297,5
0.14854618231460717,0.7609477091858112,-0.6631530341809448,0.2531674018654112,0.3159637613195199,0.024221140281173045,2.7709984279461075,0.03992667228750918,-1.1567367874945074,0.24855722261492894,-0.5792392408972943,5
-2.058905508293853,-1.2670088105900248,0.060955429449278495,-0.8667384759742808,1.7136542652264122,-0.20527078104212107,0.31963528811181635,-0.5210460134601,0.3932382848683288,-0.7146923712995094,-1.1909601232480271,5
-0.20749441294482243,0.4279996238494797,-0.5517517320839873,0.47714857743334993,0.5256173369055531,-1.3527303876585917,-1.0422331229072344,0.6008993580351184,0.6884716319850598,-0.276851646792947,0.4402955630205913,6
0.006129944210834828,-0.9037927174958451,0.2280573825947148,-0.19479494927046517,-0.8720731670013392,-0.20527078104212107,-0.4585752324704983,0.16458726912029586,-0.7138867668194109,0.8615342369241166,-0.6811927212890843,7
0.5045867775740361,0.4885356393651763,0.339458684691672,1.3730732797051037,0.6653863872962426,0.25371306160446716,0.16399318399535343,0.6632296564515118,-0.49246175648186424,-1.06496495090476,-1.089006642856237,4
-0.27870253199670797,2.455956143625316,1.0635671483218954,0.029186226297473524,2.482384042375204,0.8274428649127025,2.8099089539752233,0.28924786595308255,-0.5662700932610454,0.8615342369241166,-1.1909601232480271,5
0.5045867775740361,0.7912157169436596,0.11665608049775726,-1.0907196515422195,-0.3129969654385825,-1.2379844269969447,-0.7309489146743084,0.35157816436947587,-1.3043534610528729,0.9491023818254293,-1.1909601232480271,5
-1.061991841567452,-0.0562885002760928,-1.1087582425687745,0.029186226297473524,-0.6624195914153052,-0.7790005843503564,-1.0422331229072344,-0.5833763118764934,0.5408549584266943,-0.014147212089009036,-0.9870531624644489,6
-1.061991841567452,-0.17736053130748608,-1.1087582425687745,-0.19479494927046517,-0.7323041166106498,-1.0084925056736505,-1.08114364893635,-0.6457066102928868,0.4670466216475132,0.07342093281230362,-0.9870531624644489,6
0.3621705394702638,-0.9037927174958451,0.6736625909825443,1.821035630840981,0.1761947109288305,1.745410550205879,3.004461584120802,0.28924786595308255,-0.9353117771569575,-0.6271242263981966,-0.9870531624644489,5
-0.34991065104859415,-0.11682451579178944,-0.4960510810355087,1.3730732797051037,2.202845941593825,2.0896484321908204,1.2145773867814782,-0.6457066102928868,-1.1567367874945074,-0.014147212089009036,-0.1714253193301415,6
1.5015004443004363,-0.661648655433059,1.8433762630005972,2.716960333112735,-0.5925350662199604,-1.2379844269969447,-1.236785753052813,0.35157816436947587,-2.1162451656238814,-0.014147212089009036,-0.7831462016808725,5
-0.20749441294482243,0.36746360833378305,-0.3289491278900726,0.2531674018654112,-0.1732279150478931,0.25371306160446716,0.4752773922282793,0.6008993580351184,0.7622799687642442,-0.3644197916942597,-0.3753322801137179,5
-0.5635350082042514,-0.8432567019801485,0.3951593357401508,0.47714857743334993,-0.3129969654385825,-0.6642546236887094,0.16399318399535343,-0.20939452137813339,0.6146632952058787,-0.8022605162008221,-0.9870531624644489,6
0.5045867775740361,-0.7827206864644518,0.8964651951764594,0.029186226297473524,0.03642566053814106,0.4832049829277613,0.39745634017004783,0.9125508501170851,0.8360883055434253,0.07342093281230362,-1.1909601232480271,5
